   -5.00000000     0.77107376     2.60662643
   -4.99000000     0.74348093     2.60898352
   -4.98000000     0.71592108     2.61106041
   -4.97000000     0.68839695     2.61285801
   -4.96000000     0.66091124     2.61437723
   -4.95000000     0.63346665     2.61561904
   -4.94000000     0.60606588     2.61658442
   -4.93000000     0.57871159     2.61727436
   -4.92000000     0.55140643     2.61768990
   -4.91000000     0.52415304     2.61783209
   -4.90000000     0.49695405     2.61770200
   -4.89000000     0.46981205     2.61730073
   -4.88000000     0.44272964     2.61662941
   -4.87000000     0.41570940     2.61568919
   -4.86000000     0.38875387     2.61448124
   -4.85000000     0.36186560     2.61300675
   -4.84000000     0.33504711     2.61126693
   -4.83000000     0.30830091     2.60926304
   -4.82000000     0.28162947     2.60699632
   -4.81000000     0.25503528     2.60446807
   -4.80000000     0.22852079     2.60167960
   -4.79000000     0.20208842     2.59863222
   -4.78000000     0.17574059     2.59532729
   -4.77000000     0.14947970     2.59176618
   -4.76000000     0.12330814     2.58795029
   -4.75000000     0.09722825     2.58388102
   -4.74000000     0.07124238     2.57955981
   -4.73000000     0.04535285     2.57498811
   -4.72000000     0.01956197     2.57016741
   -4.71000000    -0.00612798     2.56509918
   -4.70000000    -0.03171475     2.55978496
   -4.69000000    -0.05719608     2.55422626
   -4.68000000    -0.08256975     2.54842465
   -4.67000000    -0.10783356     2.54238170
   -4.66000000    -0.13298533     2.53609899
   -4.65000000    -0.15802288     2.52957813
   -4.64000000    -0.18294409     2.52282076
   -4.63000000    -0.20774682     2.51582852
   -4.62000000    -0.23242897     2.50860307
   -4.61000000    -0.25698847     2.50114609
   -4.60000000    -0.28142326     2.49345929
   -4.59000000    -0.30573129     2.48554437
   -4.58000000    -0.32991055     2.47740306
   -4.57000000    -0.35395905     2.46903713
   -4.56000000    -0.37787480     2.46044832
   -4.55000000    -0.40165587     2.45163843
   -4.54000000    -0.42530031     2.44260925
   -4.53000000    -0.44880622     2.43336260
   -4.52000000    -0.47217171     2.42390029
   -4.51000000    -0.49539492     2.41422418
   -4.50000000    -0.51847400     2.40433612
   -4.49000000    -0.54140714     2.39423798
   -4.48000000    -0.56419254     2.38393166
   -4.47000000    -0.58682842     2.37341904
   -4.46000000    -0.60931303     2.36270205
   -4.45000000    -0.63164463     2.35178262
   -4.44000000    -0.65382153     2.34066268
   -4.43000000    -0.67584204     2.32934419
   -4.42000000    -0.69770450     2.31782912
   -4.41000000    -0.71940727     2.30611944
   -4.40000000    -0.74094873     2.29421716
   -4.39000000    -0.76232729     2.28212427
   -4.38000000    -0.78354138     2.26984279
   -4.37000000    -0.80458947     2.25737475
   -4.36000000    -0.82547002     2.24472218
   -4.35000000    -0.84618154     2.23188715
   -4.34000000    -0.86672255     2.21887169
   -4.33000000    -0.88709160     2.20567790
   -4.32000000    -0.90728727     2.19230785
   -4.31000000    -0.92730814     2.17876362
   -4.30000000    -0.94715285     2.16504733
   -4.29000000    -0.96682003     2.15116108
   -4.28000000    -0.98630835     2.13710699
   -4.27000000    -1.00561650     2.12288720
   -4.26000000    -1.02474320     2.10850383
   -4.25000000    -1.04368719     2.09395903
   -4.24000000    -1.06244723     2.07925497
   -4.23000000    -1.08102210     2.06439379
   -4.22000000    -1.09941062     2.04937768
   -4.21000000    -1.11761163     2.03420880
   -4.20000000    -1.13562398     2.01888934
   -4.19000000    -1.15344655     2.00342149
   -4.18000000    -1.17107826     1.98780745
   -4.17000000    -1.18851804     1.97204943
   -4.16000000    -1.20576483     1.95614963
   -4.15000000    -1.22281763     1.94011028
   -4.14000000    -1.23967544     1.92393358
   -4.13000000    -1.25633728     1.90762178
   -4.12000000    -1.27280221     1.89117709
   -4.11000000    -1.28906931     1.87460177
   -4.10000000    -1.30513768     1.85789805
   -4.09000000    -1.32100644     1.84106817
   -4.08000000    -1.33667474     1.82411440
   -4.07000000    -1.35214175     1.80703897
   -4.06000000    -1.36740668     1.78984416
   -4.05000000    -1.38246875     1.77253222
   -4.04000000    -1.39732721     1.75510541
   -4.03000000    -1.41198131     1.73756601
   -4.02000000    -1.42643037     1.71991628
   -4.01000000    -1.44067370     1.70215849
   -4.00000000    -1.45471063     1.68429493
   -3.99000000    -1.46854054     1.66632786
   -3.98000000    -1.48216283     1.64825957
   -3.97000000    -1.49557689     1.63009232
   -3.96000000    -1.50878218     1.61182842
   -3.95000000    -1.52177816     1.59347013
   -3.94000000    -1.53456431     1.57501974
   -3.93000000    -1.54714014     1.55647952
   -3.92000000    -1.55950518     1.53785178
   -3.91000000    -1.57165901     1.51913877
   -3.90000000    -1.58360119     1.50034280
   -3.89000000    -1.59533133     1.48146614
   -3.88000000    -1.60684907     1.46251107
   -3.87000000    -1.61815404     1.44347987
   -3.86000000    -1.62924594     1.42437483
   -3.85000000    -1.64012446     1.40519821
   -3.84000000    -1.65078932     1.38595231
   -3.83000000    -1.66124027     1.36663938
   -3.82000000    -1.67147707     1.34726170
   -3.81000000    -1.68149953     1.32782154
   -3.80000000    -1.69130745     1.30832118
   -3.79000000    -1.70090067     1.28876287
   -3.78000000    -1.71027906     1.26914887
   -3.77000000    -1.71944250     1.24948144
   -3.76000000    -1.72839089     1.22976284
   -3.75000000    -1.73712417     1.20999532
   -3.74000000    -1.74564229     1.19018113
   -3.73000000    -1.75394522     1.17032250
   -3.72000000    -1.76203296     1.15042168
   -3.71000000    -1.76990553     1.13048090
   -3.70000000    -1.77756298     1.11050238
   -3.69000000    -1.78500535     1.09048837
   -3.68000000    -1.79223275     1.07044106
   -3.67000000    -1.79924528     1.05036268
   -3.66000000    -1.80604307     1.03025544
   -3.65000000    -1.81262628     1.01012153
   -3.64000000    -1.81899506     0.98996316
   -3.63000000    -1.82514963     0.96978251
   -3.62000000    -1.83109019     0.94958176
   -3.61000000    -1.83681698     0.92936310
   -3.60000000    -1.84233027     0.90912870
   -3.59000000    -1.84763033     0.88888070
   -3.58000000    -1.85271747     0.86862128
   -3.57000000    -1.85759200     0.84835258
   -3.56000000    -1.86225427     0.82807674
   -3.55000000    -1.86670464     0.80779590
   -3.54000000    -1.87094350     0.78751218
   -3.53000000    -1.87497125     0.76722769
   -3.52000000    -1.87878831     0.74694454
   -3.51000000    -1.88239514     0.72666484
   -3.50000000    -1.88579219     0.70639067
   -3.49000000    -1.88897995     0.68612413
   -3.48000000    -1.89195892     0.66586727
   -3.47000000    -1.89472964     0.64562217
   -3.46000000    -1.89729263     0.62539087
   -3.45000000    -1.89964847     0.60517543
   -3.44000000    -1.90179774     0.58497788
   -3.43000000    -1.90374105     0.56480024
   -3.42000000    -1.90547900     0.54464452
   -3.41000000    -1.90701224     0.52451274
   -3.40000000    -1.90834142     0.50440689
   -3.39000000    -1.90946724     0.48432895
   -3.38000000    -1.91039037     0.46428089
   -3.37000000    -1.91111153     0.44426467
   -3.36000000    -1.91163146     0.42428225
   -3.35000000    -1.91195091     0.40433555
   -3.34000000    -1.91207063     0.38442653
   -3.33000000    -1.91199142     0.36455707
   -3.32000000    -1.91171407     0.34472910
   -3.31000000    -1.91123942     0.32494450
   -3.30000000    -1.91056829     0.30520516
   -3.29000000    -1.90970154     0.28551294
   -3.28000000    -1.90864003     0.26586969
   -3.27000000    -1.90738467     0.24627727
   -3.26000000    -1.90593635     0.22673750
   -3.25000000    -1.90429598     0.20725220
   -3.24000000    -1.90246452     0.18782317
   -3.23000000    -1.90044291     0.16845221
   -3.22000000    -1.89823212     0.14914109
   -3.21000000    -1.89583313     0.12989159
   -3.20000000    -1.89324695     0.11070545
   -3.19000000    -1.89047460     0.09158441
   -3.18000000    -1.88751709     0.07253019
   -3.17000000    -1.88437548     0.05354451
   -3.16000000    -1.88105083     0.03462907
   -3.15000000    -1.87754422     0.01578554
   -3.14000000    -1.87385673    -0.00298441
   -3.13000000    -1.86998948    -0.02167911
   -3.12000000    -1.86594357    -0.04029694
   -3.11000000    -1.86172014    -0.05883626
   -3.10000000    -1.85732035    -0.07729546
   -3.09000000    -1.85274534    -0.09567295
   -3.08000000    -1.84799630    -0.11396715
   -3.07000000    -1.84307441    -0.13217649
   -3.06000000    -1.83798088    -0.15029942
   -3.05000000    -1.83271691    -0.16833440
   -3.04000000    -1.82728373    -0.18627991
   -3.03000000    -1.82168259    -0.20413446
   -3.02000000    -1.81591473    -0.22189653
   -3.01000000    -1.80998142    -0.23956467
   -3.00000000    -1.80388394    -0.25713742
   -2.99000000    -1.79762357    -0.27461333
   -2.98000000    -1.79120161    -0.29199096
   -2.97000000    -1.78461938    -0.30926893
   -2.96000000    -1.77787820    -0.32644581
   -2.95000000    -1.77097940    -0.34352025
   -2.94000000    -1.76392433    -0.36049087
   -2.93000000    -1.75671434    -0.37735633
